shot_id,shot_made_flag
1,0.360415
8,0.298973
17,0.671809
20,0.684663
33,0.329603
34,0.421304
35,0.50764
36,0.510319
37,0.779999
38,0.400161
45,0.502434
50,0.370404
55,0.342341
60,0.268673
66,0.243864
67,0.401804
71,0.530185
80,0.224796
85,0.33217
86,0.621271
95,0.66508
104,0.446489
113,0.421793
123,0.3181
126,0.859279
133,0.674076
141,0.237015
144,0.369422
150,0.691418
152,0.384627
153,0.681099
156,0.390291
159,0.934543
165,0.625568
172,0.424503
182,0.886659
192,0.469572
193,0.593168
196,0.408989
202,0.402678
210,0.327543
211,0.465811
228,0.926429
257,0.39076
260,0.379734
264,0.385101
267,0.659611
279,0.888266
282,0.434321
293,0.429504
299,0.834384
300,0.566367
301,0.706
317,0.308024
327,0.394816
328,0.357046
335,0.295239
346,0.807176
348,0.306077
365,0.37748
390,0.669433
391,0.683238
392,0.804798
397,0.325388
418,0.336112
428,0.160159
434,0.640216
439,0.584899
440,0.426694
456,0.353668
459,0.278518
472,0.395118
480,0.226899
491,0.314467
497,0.519448
509,0.332082
511,0.258395
523,0.116756
533,0.405719
544,0.419653
546,0.382626
555,0.669921
558,0.357815
560,0.35834
573,0.329209
591,0.472012
596,0.438386
597,0.470055
601,0.684061
605,0.428698
617,0.319761
628,0.341414
634,0.538195
646,0.465161
649,0.532719
651,0.757149
654,0.950513
656,0.481923
657,0.454943
669,0.386527
670,0.889129
693,0.702801
694,0.263483
699,0.551515
711,0.545485
718,0.413273
722,0.344291
723,0.246044
725,0.698852
734,0.376378
735,0.409909
737,0.788488
746,0.349608
747,0.692559
766,0.37005
767,0.371957
771,0.271523
773,0.225274
774,0.352327
783,0.237194
784,0.422123
789,0.325142
792,0.368832
804,0.289245
809,0.374378
812,0.319071
813,0.353375
817,0.376914
820,0.346981
825,0.414738
826,0.363465
829,0.304022
855,0.45507
859,0.7131
862,0.348075
870,0.376864
876,0.357211
880,0.324256
886,0.968177
889,0.86204
891,0.396202
897,0.969221
902,0.441346
903,0.398666
908,0.545904
909,0.406777
920,0.415724
922,0.377125
924,0.589584
932,0.331275
934,0.358752
937,0.504079
941,0.400195
943,0.488711
950,0.435911
952,0.349247
954,0.915251
963,0.387006
975,0.39132
979,0.378481
981,0.416032
983,0.148038
985,0.605901
989,0.418645
995,0.467757
998,0.456368
1008,0.291744
1019,0.705804
1023,0.3702
1026,0.294725
1029,0.71605
1034,0.852901
1036,0.736203
1038,0.269175
1039,0.692021
1051,0.279753
1052,0.211471
1066,0.246227
1087,0.272373
1092,0.228282
1094,0.664052
1098,0.366309
1099,0.407172
1102,0.365277
1118,0.406379
1131,0.347769
1133,0.682572
1135,0.930409
1138,0.519084
1139,0.93366
1142,0.39598
1151,0.468881
1152,0.33901
1155,0.646341
1165,0.380888
1167,0.909681
1172,0.364231
1174,0.721621
1180,0.489803
1200,0.668472
1202,0.667328
1227,0.520591
1228,0.691443
1229,0.438358
1237,0.490779
1241,0.413098
1256,0.314466
1279,0.419572
1293,0.336102
1295,0.366856
1319,0.709848
1320,0.38178
1321,0.771347
1322,0.789214
1334,0.325701
1351,0.846008
1373,0.358901
1375,0.322828
1380,0.466777
1382,0.672746
1385,0.418068
1399,0.444856
1403,0.867426
1428,0.31941
1434,0.551772
1444,0.947173
1448,0.432612
1466,0.866739
1476,0.34627
1478,0.333636
1485,0.348154
1491,0.652752
1494,0.694605
1500,0.365458
1501,0.697404
1503,0.393692
1519,0.60222
1524,0.292629
1529,0.756089
1533,0.660123
1538,0.973901
1539,0.398781
1546,0.422792
1555,0.307884
1559,0.283473
1563,0.723795
1565,0.793945
1574,0.370501
1591,0.301517
1594,0.225717
1605,0.319076
1611,0.384334
1614,0.330258
1620,0.332881
1626,0.202785
1630,0.346235
1632,0.302646
1634,0.263824
1643,0.276408
1651,0.490033
1655,0.381903
1658,0.279047
1659,0.412932
1665,0.388009
1675,0.33425
1680,0.573285
1690,0.354097
1696,0.453646
1714,0.521533
1721,0.497358
1726,0.384911
1728,0.382994
1734,0.381576
1735,0.361183
1740,0.310258
1744,0.860811
1747,0.391691
1752,0.296772
1763,0.762611
1765,0.756335
1769,0.396883
1785,0.659987
1787,0.361272
1788,0.274021
1793,0.284632
1800,0.392375
1825,0.393064
1826,0.742168
1834,0.352038
1843,0.417389
1844,0.352031
1848,0.296535
1849,0.289414
1860,0.291952
1863,0.203738
1875,0.686783
1883,0.371414
1890,0.554038
1892,0.458718
1893,0.645577
1897,0.585512
1905,0.388541
1908,0.505558
1931,0.372598
1940,0.93121
1943,0.455796
1947,0.125562
1965,0.79571
1967,0.378366
1968,0.449837
1972,0.823886
1982,0.413126
1985,0.33197
2005,0.831326
2010,0.838207
2021,0.386601
2024,0.785177
2036,0.52818
2043,0.691529
2047,0.533579
2049,0.413633
2055,0.291121
2065,0.380519
2066,0.279645
2070,0.25293
2077,0.946054
2085,0.697551
2095,0.609913
2097,0.693791
2108,0.386993
2112,0.582359
2113,0.592385
2122,0.225631
2139,0.269179
2144,0.466082
2146,0.403986
2148,0.0977137
2149,0.586203
2157,0.213939
2159,0.46315
2168,0.362465
2176,0.375575
2178,0.7052
2181,0.32481
2187,0.746328
2188,0.308193
2190,0.294978
2194,0.361302
2197,0.293739
2214,0.339308
2217,0.189547
2222,0.40117
2223,0.297637
2226,0.347899
2230,0.693414
2240,0.40141
2247,0.356574
2250,0.338698
2259,0.561404
2262,0.340204
2266,0.3773
2305,0.342424
2310,0.562732
2313,0.288904
2319,0.85911
2320,0.697419
2345,0.284425
2350,0.80559
2356,0.359994
2360,0.706991
2370,0.272302
2386,0.186893
2398,0.407193
2414,0.720005
2435,0.784947
2439,0.360315
2446,0.797954
2458,0.353489
2465,0.311265
2466,0.373049
2470,0.324142
2495,0.77767
2501,0.352079
2507,0.264238
2533,0.0281493
2537,0.405636
2538,0.307271
2541,0.270297
2542,0.774474
2544,0.833628
2554,0.17628
2555,0.21074
2565,0.614878
2575,0.744312
2586,0.463679
2588,0.453493
2594,0.629008
2617,0.431193
2618,0.327446
2623,0.974008
2631,0.626344
2640,0.390956
2642,0.827291
2647,0.340256
2663,0.274458
2664,0.328363
2676,0.404094
2680,0.959246
2681,0.455765
2691,0.372331
2693,0.372405
2695,0.426414
2704,0.270631
2708,0.324226
2709,0.972715
2717,0.825405
2722,0.408535
2728,0.325215
2732,0.796854
2743,0.361227
2752,0.257233
2757,0.680883
2761,0.316043
2769,0.261143
2771,0.333306
2774,0.379041
2776,0.320303
2781,0.363749
2793,0.305652
2799,0.334144
2803,0.344278
2811,0.347007
2818,0.345729
2824,0.51498
2828,0.774469
2829,0.380007
2830,0.394068
2842,0.751019
2847,0.686494
2848,0.340309
2868,0.347091
2870,0.328373
2885,0.193043
2886,0.388317
2889,0.71987
2903,0.376093
2904,0.732792
2918,0.83612
2919,0.310193
2922,0.40098
2923,0.326102
2931,0.342476
2945,0.339341
2955,0.318839
2957,0.630781
2960,0.517959
2963,0.185571
2966,0.822778
2972,0.539155
2974,0.257681
2982,0.264217
2984,0.516317
3016,0.409233
3021,0.310908
3023,0.911481
3025,0.395772
3029,0.276675
3034,0.771327
3038,0.341849
3040,0.300803
3051,0.787419
3062,0.349658
3069,0.353256
3071,0.285518
3076,0.957858
3079,0.285317
3081,0.256043
3082,0.361809
3084,0.853003
3098,0.37238
3104,0.357035
3105,0.384061
3114,0.758205
3118,0.356701
3122,0.282855
3132,0.219787
3138,0.404718
3141,0.395466
3156,0.718675
3162,0.779882
3167,0.381267
3170,0.42529
3171,0.37406
3172,0.448071
3176,0.94139
3180,0.37049
3189,0.256731
3198,0.346365
3206,0.327403
3215,0.395776
3222,0.761139
3228,0.335423
3229,0.359266
3232,0.21807
3233,0.213441
3238,0.341421
3256,0.415532
3264,0.55965
3273,0.405227
3275,0.685019
3285,0.446823
3289,0.267533
3294,0.339237
3306,0.406544
3311,0.7644
3318,0.393811
3322,0.658715
3324,0.383943
3334,0.653486
3341,0.401249
3345,0.377883
3346,0.958035
3352,0.335987
3368,0.29055
3371,0.19501
3372,0.448614
3375,0.453589
3384,0.401586
3387,0.313321
3393,0.371527
3406,0.432638
3411,0.589067
3412,0.595635
3414,0.525465
3417,0.661735
3420,0.792159
3423,0.805116
3436,0.317375
3438,0.612339
3442,0.274968
3443,0.370344
3451,0.494587
3461,0.381982
3489,0.292989
3491,0.57989
3510,0.679368
3515,0.443059
3527,0.328996
3530,0.356398
3540,0.311109
3582,0.201848
3604,0.348794
3605,0.285224
3609,0.277193
3624,0.15073
3628,0.773301
3630,0.339906
3641,0.253052
3642,0.213563
3648,0.357381
3650,0.979283
3652,0.961669
3660,0.403485
3664,0.243274
3670,0.173909
3672,0.216243
3680,0.203606
3682,0.954074
3685,0.578808
3686,0.238022
3689,0.278114
3705,0.370935
3712,0.279022
3713,0.382921
3719,0.254953
3721,0.318727
3723,0.773265
3724,0.221644
3727,0.275204
3733,0.569978
3734,0.385393
3742,0.357242
3770,0.146207
3777,0.332421
3778,0.380541
3780,0.335096
3783,0.40149
3784,0.403237
3788,0.385344
3790,0.386519
3794,0.330715
3795,0.393024
3796,0.414828
3801,0.525372
3806,0.414714
3813,0.33622
3814,0.413239
3818,0.313216
3824,0.431031
3836,0.392262
3853,0.414689
3855,0.370822
3858,0.367862
3861,0.811443
3866,0.246585
3870,0.397952
3874,0.981499
3876,0.234
3878,0.278644
3890,0.412074
3900,0.949128
3904,0.387926
3906,0.400252
3907,0.373225
3908,0.334107
3912,0.339497
3918,0.956845
3923,0.951931
3924,0.410663
3925,0.228772
3927,0.674484
3955,0.954687
3964,0.444339
3969,0.323001
3974,0.716112
3976,0.359772
3984,0.241611
3991,0.394827
3993,0.977903
4009,0.309841
4011,0.420999
4020,0.385114
4033,0.363955
4041,0.42691
4045,0.931768
4052,0.35623
4055,0.391756
4056,0.409066
4057,0.47079
4067,0.960095
4069,0.392925
4077,0.322068
4094,0.43501
4095,0.384134
4100,0.361073
4119,0.399903
4130,0.580299
4131,0.482934
4132,0.516922
4134,0.643182
4137,0.933518
4138,0.379899
4143,0.278619
4145,0.400718
4148,0.349855
4163,0.177152
4166,0.454103
4169,0.739638
4170,0.548036
4174,0.367547
4180,0.314708
4199,0.955906
4201,0.387494
4203,0.3862
4210,0.015179
4211,0.387136
4213,0.946646
4225,0.424179
4235,0.419494
4242,0.405974
4245,0.475239
4250,0.390508
4252,0.529364
4254,0.345164
4263,0.383492
4264,0.391807
4268,0.453567
4270,0.376505
4282,0.773237
4283,0.367518
4291,0.38976
4304,0.392354
4306,0.449846
4309,0.315182
4310,0.339478
4313,0.349954
4314,0.383219
4315,0.357705
4321,0.398088
4324,0.367689
4325,0.454994
4328,0.31368
4329,0.271531
4332,0.400908
4337,0.306349
4342,0.425024
4344,0.403441
4352,0.378217
4355,0.372153
4366,0.286101
4371,0.351243
4372,0.381586
4376,0.3268
4384,0.347654
4387,0.346175
4389,0.401418
4390,0.346209
4406,0.297993
4407,0.819578
4409,0.975763
4410,0.771002
4424,0.349631
4434,0.332281
4452,0.179281
4460,0.303233
4470,0.671255
4480,0.310865
4496,0.964266
4503,0.323739
4512,0.376197
4518,0.705716
4519,0.347269
4522,0.337056
4525,0.318583
4537,0.685192
4546,0.239158
4547,0.908026
4553,0.406209
4556,0.357514
4558,0.718989
4563,0.25282
4568,0.332866
4574,0.830126
4578,0.222822
4587,0.455376
4592,0.633281
4610,0.393899
4615,0.462466
4619,0.415854
4620,0.572968
4625,0.566929
4635,0.416106
4636,0.460758
4641,0.315773
4650,0.372194
4653,0.929258
4665,0.326472
4668,0.958867
4669,0.384183
4670,0.361637
4674,0.386917
4675,0.401525
4676,0.257149
4679,0.302736
4680,0.950627
4686,0.293366
4699,0.409388
4713,0.639926
4718,0.377835
4721,0.341418
4722,0.302559
4724,0.35438
4730,0.968364
4731,0.282625
4735,0.32405
4743,0.403008
4745,0.242408
4746,0.637418
4747,0.382924
4748,0.336896
4769,0.447257
4771,0.409525
4774,0.230553
4784,0.341759
4797,0.429989
4801,0.655549
4804,0.179672
4820,0.256378
4833,0.448091
4834,0.466118
4851,0.342588
4859,0.4012
4860,0.963253
4863,0.519699
4873,0.487193
4881,0.345799
4892,0.364403
4908,0.347776
4911,0.322896
4915,0.234117
4922,0.359948
4929,0.40127
4936,0.266985
4939,0.42623
4951,0.347198
4956,0.341915
4961,0.367368
4964,0.340672
4981,0.406986
4991,0.933463
4992,0.322339
4997,0.364618
5004,0.244134
5010,0.275733
5012,0.391849
5015,0.148086
5020,0.410369
5030,0.310097
5051,0.978846
5052,0.332946
5057,0.721127
5058,0.753138
5060,0.452828
5061,0.354241
5064,0.726307
5078,0.618224
5080,0.598977
5088,0.503418
5089,0.753206
5090,0.441634
5103,0.962862
5108,0.376165
5114,0.346092
5115,0.328191
5124,0.679802
5137,0.356641
5139,0.324955
5144,0.282584
5149,0.828347
5157,0.305741
5163,0.393723
5174,0.282343
5176,0.315879
5179,0.233278
5186,0.432705
5203,0.75353
5204,0.763118
5206,0.323066
5207,0.697055
5220,0.355941
5221,0.792457
5224,0.391086
5227,0.250518
5229,0.221235
5232,0.744904
5240,0.708643
5242,0.66216
5243,0.375165
5245,0.778522
5248,0.367162
5249,0.278584
5254,0.406215
5269,0.318886
5272,0.42977
5276,0.467738
5286,0.732853
5290,0.18274
5308,0.201438
5316,0.431686
5318,0.334606
5319,0.370283
5320,0.351977
5322,0.316437
5324,0.305701
5331,0.711613
5336,0.979488
5344,0.220322
5354,0.211531
5356,0.0106294
5358,0.174248
5361,0.343943
5365,0.673964
5370,0.532737
5376,0.359899
5383,0.371543
5384,0.344997
5385,0.359263
5393,0.791982
5397,0.309386
5398,0.402984
5402,0.299918
5407,0.755576
5409,0.443376
5425,0.365126
5428,0.66471
5430,0.3595
5442,0.347793
5447,0.340339
5470,0.322118
5485,0.33331
5493,0.325357
5502,0.648766
5504,0.355701
5517,0.248652
5522,0.364829
5527,0.729429
5528,0.236943
5536,0.557396
5545,0.332134
5576,0.388406
5577,0.324486
5592,0.38326
5594,0.268315
5595,0.35125
5596,0.3288
5599,0.391647
5606,0.335143
5617,0.198463
5625,0.813953
5626,0.230079
5627,0.68923
5642,0.688527
5659,0.965001
5664,0.724104
5666,0.865288
5671,0.280502
5674,0.359398
5677,0.62594
5681,0.361324
5683,0.0149554
5700,0.357457
5713,0.418102
5715,0.30426
5718,0.41657
5726,0.671652
5738,0.304749
5741,0.774354
5743,0.784243
5753,0.300379
5761,0.320606
5789,0.776425
5797,0.343772
5803,0.346628
5810,0.418604
5813,0.314185
5817,0.284939
5818,0.412687
5822,0.258284
5829,0.273492
5846,0.445113
5847,0.351301
5854,0.348299
5858,0.456755
5863,0.324284
5869,0.254887
5870,0.349701
5876,0.137255
5881,0.269457
5901,0.32303
5922,0.625966
5928,0.779719
5933,0.327049
5934,0.767944
5946,0.391797
5951,0.203434
5955,0.291313
5956,0.953837
5965,0.274054
5972,0.518879
5981,0.37316
5997,0.311866
6005,0.189404
6009,0.28148
6010,0.32318
6015,0.347567
6039,0.246353
6047,0.671937
6051,0.0133763
6056,0.39575
6061,0.447941
6064,0.292848
6065,0.510101
6070,0.345776
6085,0.83222
6086,0.312694
6091,0.788473
6097,0.247982
6099,0.38825
6104,0.762227
6108,0.384227
6109,0.374597
6124,0.499327
6142,0.618407
6144,0.336371
6150,0.303502
6154,0.354648
6155,0.328797
6156,0.976711
6158,0.348118
6159,0.970819
6169,0.708739
6170,0.0110315
6179,0.351182
6184,0.618818
6186,0.894699
6204,0.148324
6230,0.450909
6231,0.333913
6232,0.987364
6235,0.464499
6237,0.814323
6239,0.357396
6263,0.183662
6265,0.171481
6270,0.307165
6271,0.235488
6278,0.358785
6279,0.678555
6288,0.3143
6294,0.333299
6295,0.282383
6302,0.389189
6306,0.158599
6322,0.873555
6324,0.424629
6327,0.328921
6331,0.39304
6334,0.360593
6338,0.660497
6339,0.68527
6362,0.21802
6372,0.32774
6375,0.770303
6393,0.306174
6394,0.390543
6405,0.975651
6406,0.509848
6416,0.71442
6421,0.369947
6422,0.287406
6440,0.960247
6457,0.774339
6460,0.625488
6463,0.462695
6474,0.781836
6476,0.482108
6477,0.508823
6482,0.779102
6488,0.328549
6489,0.311112
6494,0.298865
6499,0.693607
6507,0.280505
6524,0.394588
6527,0.367701
6531,0.303557
6536,0.347517
6538,0.0808485
6542,0.741904
6565,0.317242
6584,0.363296
6588,0.303287
6597,0.309822
6603,0.640126
6609,0.556319
6613,0.654485
6622,0.232846
6630,0.457425
6637,0.411797
6639,0.843908
6640,0.28375
6646,0.628035
6647,0.413585
6648,0.987386
6669,0.333843
6680,0.236506
6681,0.21328
6684,0.0205629
6693,0.171744
6694,0.150779
6704,0.251495
6706,0.307559
6710,0.431266
6713,0.334804
6718,0.226436
6732,0.385877
6737,0.335203
6739,0.376751
6742,0.376186
6746,0.678547
6753,0.298871
6771,0.25085
6784,0.273595
6790,0.972856
6795,0.334775
6807,0.312814
6808,0.332318
6818,0.169544
6823,0.225064
6830,0.591147
6831,0.502581
6832,0.335598
6836,0.441711
6846,0.333096
6850,0.341481
6854,0.390135
6868,0.519171
6876,0.440619
6877,0.633931
6881,0.11545
6882,0.320772
6884,0.417953
6886,0.298455
6901,0.347973
6910,0.340222
6913,0.360224
6914,0.753888
6918,0.785552
6930,0.660572
6941,0.519078
6944,0.804312
6945,0.443182
6947,0.331526
6949,0.892028
6952,0.609056
6963,0.652596
6964,0.703732
6972,0.695751
6979,0.279362
6981,0.320439
6988,0.780597
6990,0.280948
6998,0.313012
7004,0.315701
7016,0.539353
7027,0.403592
7042,0.315771
7056,0.22566
7061,0.299476
