shot_id,shot_made_flag
1,0.372426
8,0.287885
17,0.662917
20,0.734972
33,0.35217
34,0.408446
35,0.524729
36,0.490251
37,0.682074
38,0.361079
45,0.490251
50,0.334215
55,0.355085
60,0.340708
66,0.248623
67,0.324374
71,0.383728
80,0.288328
85,0.299531
86,0.54445
95,0.548382
104,0.367112
113,0.368397
123,0.321979
126,0.786765
133,0.627483
141,0.213994
144,0.393162
150,0.740512
152,0.36498
153,0.734972
156,0.352983
159,0.899866
165,0.520355
172,0.412971
182,0.906575
192,0.392816
193,0.704278
196,0.404984
202,0.370089
210,0.292425
211,0.378709
228,0.94831
257,0.403105
260,0.401089
264,0.386466
267,0.689258
279,0.851943
282,0.382099
293,0.380584
299,0.787735
300,0.68585
301,0.714008
317,0.373134
327,0.342811
328,0.292412
335,0.307481
346,0.739904
348,0.248623
365,0.354979
390,0.719238
391,0.719238
392,0.726009
397,0.291482
418,0.408882
428,0.2286
434,0.583295
439,0.432071
440,0.402758
456,0.362001
459,0.308501
472,0.419258
480,0.253175
491,0.353615
497,0.390455
509,0.379312
511,0.37288
523,0.146541
533,0.381747
544,0.440417
546,0.380538
555,0.704278
558,0.371375
560,0.337986
573,0.27048
591,0.391077
596,0.356832
597,0.383387
601,0.537036
605,0.411636
617,0.344982
628,0.330753
634,0.376506
646,0.294431
649,0.41137
651,0.65459
654,0.908127
656,0.444117
657,0.412028
669,0.374262
670,0.937758
693,0.716927
694,0.273633
699,0.382275
711,0.374262
718,0.401286
722,0.348834
723,0.38443
725,0.652715
734,0.369081
735,0.352204
737,0.726009
746,0.357836
747,0.689258
766,0.382334
767,0.328277
771,0.279507
773,0.199919
774,0.365929
783,0.249541
784,0.423142
789,0.322959
792,0.387486
804,0.346204
809,0.361079
812,0.3342
813,0.342811
817,0.311819
820,0.359948
825,0.372233
826,0.378718
829,0.377804
855,0.425387
859,0.719246
862,0.406899
870,0.385423
876,0.369081
880,0.386416
886,0.955189
889,0.792483
891,0.333062
897,0.955189
902,0.368511
903,0.342684
908,0.362483
909,0.344155
920,0.370265
922,0.412955
924,0.670944
932,0.368682
934,0.370362
937,0.384679
941,0.335788
943,0.386127
950,0.372054
952,0.344505
954,0.89542
963,0.334186
975,0.409447
979,0.367953
981,0.418928
983,0.123991
